Museum Name,Museum Type,Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Latitude,Longitude,Income,Revenue
DUMBARTON OAKS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",1703 32ND STREET NW,WASHINGTON,DC,20007,38.91465,-77.06352,,
ELLINGTON GALLERY,ART MUSEUM,,,,,38.917,-77.02589,6591877,6591877
EXPLORE! CHILDREN'S MUSEUM OF WASHINGTON DC,CHILDREN'S MUSEUM,"1828 L ST NW, STE 703",WASHINGTON,DC,20036,38.90341,-77.04291,,
FEDERAL CIRCUIT HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.90211,-77.02529,42594,26716
FINE ARTS GALLERY,ART MUSEUM,,,,,38.90835,-77.07113,1642604810,1366913145
FOLGER SHAKESPEARE LIBRARY,GENERAL MUSEUM,201 E CAPITOL ST SE,WASHINGTON,DC,20003,38.88937,-77.00279,,
FONDO DEL SOL MUSEUM,GENERAL MUSEUM,,,,,38.91237,-77.04716,,
FOUNDATION FOR ART AND PRESERVATION IN EMBASSIES,HISTORIC PRESERVATION,,,,,38.90133,-77.04057,5389513,3198640
FOUNDATION FOR THE NATIONAL ARCHIVES,HISTORIC PRESERVATION,,,,,38.89321,-77.02194,6264556,5335673
FOUNDATION OF THE AMERICAN INSTITUTE FOR CONSERVATION OF HISTORIC AND ART WORKS,GENERAL MUSEUM,,,,,38.90537,-77.03505,1386737,1174035
FREDERICK DOUGLAS GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,38.86005,-76.98821,0,0
GALLAUDET UNIVERSITY MUSEUM,GENERAL MUSEUM,,,,,38.90451,-76.99432,215623354,183505787
GENERAL SOCIETY OF COLONIAL WARS,HISTORIC PRESERVATION,,,,,38.90037,-76.978,1419339,541781
GEORGE WASHINGTON UNIVERSITY MUSEUM,GENERAL MUSEUM,,,,,39.05186,-77.43757,1652712215,1306513400
GEORGETOWN UNIVERSITY COLLECTION,GENERAL MUSEUM,,,,,38.90835,-77.07113,1642604810,1366913145
GERMAN-AMERICAN HERITAGE MUSEUM,GENERAL MUSEUM,,,,,38.89894,-77.01958,,
HEURICH HOUSE MUSEUM,HISTORY MUSEUM,,,,,38.90807,-77.04427,429387,150601
HILL EAST,HISTORIC PRESERVATION,,,,,38.88274,-76.98197,10,10
HILLWOOD ESTATE MUSEUM & GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",4155 LINNEAN AVENUE NW,WASHINGTON,DC,20008,38.9438,-77.05251,,
HISTORIC CHEVY CHASE DC,HISTORIC PRESERVATION,,,,,38.96487,-77.06964,0,0
HISTORIC MOUNT PLEASANT,HISTORIC PRESERVATION,,,,,38.93172,-77.04033,0,0
HISTORICAL SOCIETY OF WASHINGTON DC,HISTORIC PRESERVATION,,,,,38.90255,-77.02294,719612,677091
HOUSE OF THE TEMPLE HISTORIC PRESERVATION FOUNDATION,HISTORIC PRESERVATION,,,,,38.91369,-77.03558,5553292,4857268
HOWARD UNIVERSITY GALLERY OF ART,ART MUSEUM,,,,,38.92291,-77.02172,1376961476,1014463000
HOWARD UNIVERSITY MUSEUM,GENERAL MUSEUM,,,,,38.92291,-77.02172,1376961476,1014463000
IKG CULTURAL CIRCLES,GENERAL MUSEUM,,,,,38.91462,-77.02817,67863,67863
INTERNATIONAL ARTS AND ARTISTS,GENERAL MUSEUM,,,,,38.91184,-77.04839,1777520,1777520
INTERNATIONAL MUSEUM OF WOMEN,GENERAL MUSEUM,,,,,38.8965,-77.02346,,
INTERNATIONAL SPY MUSEUM,GENERAL MUSEUM,,,,,38.89684,-77.02329,,
JEWISH HISTORICAL SOCIETY OF GREATER WASHINGTON,GENERAL MUSEUM,,,,,38.89846,-77.01587,,
JEWISH HISTORICAL SOCIETY OF GREATER WASHINGTON,HISTORIC PRESERVATION,,,,,38.89846,-77.01587,932472,769913
JEWISH WAR VETERANS NATIONAL MEMORIAL MUSEUM ARCHIVES AND LIBRARY,HISTORY MUSEUM,,,,,38.91286,-77.04247,276392,191388
JEWISH WAR VETERANS USA NATIONAL MEMORIAL,HISTORY MUSEUM,,,,,38.91286,-77.04247,276392,191388
KATZEN ARTS CENTER,ART MUSEUM,,,,,38.93694,-77.08947,990975218,647400163
KENILWORTH AQUATIC GARDENS,HISTORIC PRESERVATION,,,,,38.89909,-77.05252,0,0
KINDALEW ENTERPRISES,GENERAL MUSEUM,,,,,38.93238,-77.07307,,
KLUTZNICK NATIONAL JEWISH MUSEUM,GENERAL MUSEUM,,,,,38.90211,-77.04599,,
KREEGER MUSEUM,GENERAL MUSEUM,2401 FOXHALL ROAD NW,WASHINGTON,DC,20007,38.92284,-77.08888,4314035,
KUSH,GENERAL MUSEUM,,,,,38.94921,-77.08172,150269,786583
LAOGAI MUSEUM,GENERAL MUSEUM,,,,,38.91368,-77.0451,,
LILLIAN AND ALBERT SMALL JEWISH MUSEUM,GENERAL MUSEUM,,,,,38.90086,-77.02091,,
LINCOLN MEMORIAL,HISTORIC PRESERVATION,,,,,38.88012,-77.03163,,
LINDA K. JORDAN ART GALLERY,ART MUSEUM,,,,,38.90451,-76.99432,215623354,183505787
LUTHER W. BRADY ART GALLERY,ART MUSEUM,,,,,39.05186,-77.43757,1652712215,1306513400
MADAME TUSSAUD'S WAX MUSEUM,GENERAL MUSEUM,1001 F ST NW,WASHINGTON,DC,20004,38.89743,-77.02666,,
MARIAN KOSHLAND SCIENCE MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,500 FIFTH STREET NW,WASHINGTON,DC,20001,38.8964,-77.01924,,
MARITIME ARCHAEOLOGICAL AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.90134,-77.03898,0,0
MARY BETHUNE COUNCIL HOUSE NHS,HISTORIC PRESERVATION,,,,,38.90833,-77.03091,,
MEXICAN CULTURAL INSTITUTE,ART MUSEUM,,,,,38.92551,-77.03585,220837,220837
MOORLAND-SPINGARN RESEARCH CENTER,GENERAL MUSEUM,,,,,38.92291,-77.02172,1376961476,1014463000
MUSEUM FOR BLACK INNOVATION & ENTREPRENEURSHIP,GENERAL MUSEUM,,,,,38.95722,-77.07859,0,0
MUSEUM OF HIDDEN HISTORY,GENERAL MUSEUM,,,,,38.89477,-77.02896,0,0
NAKBA MUSEUM PROJECT OF MEMORY AND HOPE,GENERAL MUSEUM,,,,,38.9253,-77.03836,,
NATIONAL ACADEMY OF SCIENCES,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,38.89294,-77.0477,1009427032,793953993
NATIONAL AIR AND SPACE MUSEUM,GENERAL MUSEUM,,,,,38.90477,-77.03023,,
NATIONAL ARCHIVES,GENERAL MUSEUM,,,,,38.89321,-77.02194,,
NATIONAL BONSAI & PENJING MUSEUM,GENERAL MUSEUM,,,,,38.91685,-76.95947,2490455,1662514
NATIONAL BUILDING MUSEUM,GENERAL MUSEUM,,,,,38.89779,-77.01752,7867658,7026975
NATIONAL GEOGRAPHIC MUSEUM,GENERAL MUSEUM,,,,,38.90514,-77.0381,685911957,529780148
NATIONAL GUARD EDUCATIONAL FOUNDATION,HISTORIC PRESERVATION,1 MASSACHUSETTS AVENUE NORTHWEST,WASHINGTON,DC,20001,38.89809,-77.00955,3533605,1386804
NATIONAL GUARD MEMORIAL MUSEUM,GENERAL MUSEUM,,,,,38.89809,-77.00955,,
NATIONAL HEALTH MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,33.75703,-84.38944,63401,-4997
NATIONAL HISTORY MUSEUM,HISTORY MUSEUM,,,,,38.90747,-77.01759,,
NATIONAL LAW ENFORCEMENT OFFICERS MEMORIAL,GENERAL MUSEUM,,,,,38.89622,-77.02397,19754324,17405627
NATIONAL MALL,HISTORIC PRESERVATION,,,,,38.89393,-77.03121,9736290,8861386
NATIONAL MALL CONSERVANCY,GENERAL MUSEUM,,,,,38.90311,-77.06509,,
NATIONAL MUSEUM HEALTH & MEDICINE,GENERAL MUSEUM,,,,,38.97248,-77.03628,,
NATIONAL MUSEUM OF AFRICAN ART,GENERAL MUSEUM,,,,,38.89007,-77.01554,,
NATIONAL MUSEUM OF AMERICAN INDIAN,GENERAL MUSEUM,,,,,38.89007,-77.01554,,
NATIONAL MUSEUM OF AMERICAN JEWISH MILITARY HISTORY,GENERAL MUSEUM,,,,,38.91286,-77.04247,,
NATIONAL MUSEUM OF CATHOLIC ART AND LIBRARY,ART MUSEUM,,,,,38.90647,-77.03552,139411,63720
NATIONAL MUSEUM OF CRIME AND PUNISHMENT,GENERAL MUSEUM,,,,,38.89699,-77.02182,,
NATIONAL MUSEUM OF HEALTH AND MEDICINE,GENERAL MUSEUM,2500 LINDEN LN,SILVER SPRING,AR,20910,39.0096,-77.05252,,
NATIONAL MUSEUM OF THE AMERICAN INDIAN,GENERAL MUSEUM,,,,,38.8806,-77.0161,,
NATIONAL MUSEUM OF THE AMERICAN LATINO,GENERAL MUSEUM,,,,,38.90629,-77.03811,257139,257139
NATIONAL MUSEUM OF THE JEWISH PEOPLE,GENERAL MUSEUM,,,,,38.91531,-77.05142,,
NATIONAL MUSEUM OF THE U.S. NAVY,GENERAL MUSEUM,805 KIDDER BREESE STREET SE,WASHINGTON,DC,20374,38.89639,-77.0163,,
NATIONAL MUSEUM OF WOMEN IN THE ARTS,ART MUSEUM,,,,,38.90038,-77.02883,9848036,6472816
NATIONAL PARK SERVICE INTERPRETATION & EDUCATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",1849 C ST NW - ROOM 3127,WASHINGTON,DC,20242,38.8936,-77.04259,,
NATIONAL PLASTICS MUSEUM,GENERAL MUSEUM,,,,,38.90302,-77.03815,0,0
NATIONAL PORTRAIT GALLERY,ART MUSEUM,8TH & F ST NW,WASHINGTON,DC,20439,38.90477,-77.03023,622610,622610
NATIONAL SCIENCE RESOURCES CENTER,GENERAL MUSEUM,600 MARYLAND AVE SUITE 1005,WASHINGTON,DC,20560,38.89007,-77.01554,,
NATIONAL TRUST FOR HISTORIC PRESERVATION,HISTORIC PRESERVATION,,,,,38.89962,-77.05551,104737301,50315872
NAVAL HISTORICAL CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,1306 DAHLGREN AVE SE,WASHINGTON,DC,20374,38.91517,-77.01887,99712,60366
NAVAL HISTORICAL FOUNDATION,HISTORY MUSEUM,,,,,38.91517,-77.01887,726891,316236
NEWSEUM,GENERAL MUSEUM,,,,,38.89316,-77.01918,62624477,62589252
O STREET MUSEUM,GENERAL MUSEUM,,,,,38.90826,-77.04601,110101,
OAK HILL CEMETERY PRESERVATION FOUNDATION,HISTORIC PRESERVATION,,,,,38.91344,-77.05789,171978,171978
OCEAN FOUNDATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,38.9081,-77.04377,5264763,5264763
OCTAGON MUSEUM,GENERAL MUSEUM,,,,,38.89641,-77.04143,,
PALISADES MUSEUM PREHISTORY,GENERAL MUSEUM,,,,,38.93287,-77.11134,,
PENTAGON MEMORIAL,HISTORIC PRESERVATION,,,,,38.89497,-77.0276,4023363,1384436
PHILLIPS COLLECTION,ART MUSEUM,,,,,38.91199,-77.04671,32597270,15089317
POPE JOHN PAUL II CULTURAL CENTER,GENERAL MUSEUM,,,,,38.93765,-77.00461,,
POWHATAN MUSEUM,GENERAL MUSEUM,,,,,38.93243,-77.03549,,
PRESIDENT LINCOLN'S COTTAGE,GENERAL MUSEUM,,,,,38.95267,-77.02075,,
PROVISIONS LEARNING PROJECT,GENERAL MUSEUM,1611 CONNECTICUT AVENUE NWSECOND FLOOR,WASHINGTON,DC,20009,38.91719,-77.03468,121869,121869
RAINBOW HISTORY PROJECT,HISTORIC PRESERVATION,PO BOX 12075,WASHINGTON,DC,20005,38.90327,-77.02994,0,0
ROBERT AND MARY CHURCH TERRELL HOUSE MUSEUM AND LEDROIT PARK CULTURAL CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,38.91548,-77.01594,0,0
ROCK CREEK PARK,HISTORIC PRESERVATION,,,,,38.9353,-77.05206,,
SALVE REGINA GALLERY,ART MUSEUM,,,,,38.93323,-76.99623,423815094,319941419
SECURITIES AND EXCHANGE COMMISSION HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.89535,-77.02739,640618,640618
SEWALL-BELMONT HOUSE,HISTORIC PRESERVATION,,,,,38.89232,-77.00386,613092,485510
SEWALL-BELMONT HOUSE AND MUSEUM,HISTORIC PRESERVATION,,,,,38.89232,-77.00386,613092,485510
SHOOK MUSEUM,GENERAL MUSEUM,,,,,38.89172,-76.99413,,
SMITHSONIAN CENTER FOR FOLKLIFE AND CULTURAL HERTIAGE,GENERAL MUSEUM,600 MARYLAND AVENUE SW,WASHINGTON,DC,20024,38.88598,-77.02073,,
SMITHSONIAN GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",600 MARYLAND AVE SW SUITE 3300,WASHINGTON,DC,20013,38.88598,-77.02073,,
SMITHSONIAN INSTITUTION AMERICAN ART MUSEUM,ART MUSEUM,8TH & F STREET NW,WASHINGTON,DC,20560,38.89007,-77.01554,2064935223,1371587031
SMITHSONIAN INSTITUTION ARCHIVES,GENERAL MUSEUM,,,,,38.88862,-77.024,2064935223,1371587031
SMITHSONIAN INSTITUTION ARCHIVES OF AMERICAN ART,ART MUSEUM,,,,,38.89923,-77.02473,,
SMITHSONIAN INSTITUTION ARTHUR M SACKLER GALLERY,ART MUSEUM,,,,,38.88862,-77.024,2064935223,1371587031
SMITHSONIAN INSTITUTION HIRSHHORN MUSEUM AND SCULPTURE GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,38.89007,-77.01554,,
SMITHSONIAN INSTITUTION NATIONAL GALLERY OF ART,ART MUSEUM,6TH AND CONSTITUTION AVE NW,WASHINGTON,DC,20565,38.89247,-77.0186,310042203,216557327
SMITHSONIAN INSTITUTION NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE,GENERAL MUSEUM,,,,,38.89007,-77.01554,,
SMITHSONIAN INSTITUTION NATIONAL POSTAL MUSEUM,GENERAL MUSEUM,,,,,38.89817,-77.00818,,
SMITHSONIAN INSTITUTION NATURAL HISTORY MUSEUM,HISTORY MUSEUM,10TH STREET & CONSTITUTION AVENUE NW,WASHINGTON,DC,20002,38.90212,-76.99202,2064935223,1371587031
SMITHSONIAN INSTITUTION RENWICK GALLERY,ART MUSEUM,,,,,38.90105,-77.04009,,
SMITHSONIAN NATIONAL MUSEUM OF AMERICAN HISTORY,GENERAL MUSEUM,10TH ST & CONSTITUTION AVE NW,WASHINGTON,DC,20560,38.89007,-77.01554,2064935223,1371587031
SMITHSONIAN NATIONAL ZOOLOGICAL PARK,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",3001 CONNECTICUT AVENUE NW,WASHINGTON,DC,20008,38.92913,-77.05466,,
SMITHSONIAN STEVEN F. UDVAR-HAZY CENTER,GENERAL MUSEUM,,,,,38.88862,-77.024,2064935223,1371587031
SUPREME COURT HISTORICAL SOCIETY THE SOCIETY,HISTORIC PRESERVATION,,,,,38.89019,-77.00285,5023859,2597117
SUPREME COURT OF THE UNITED STATES,GENERAL MUSEUM,,,,,38.89035,-77.00464,,
TENLEYTOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.95968,-77.08211,0,0
TEXTILE MUSEUM,GENERAL MUSEUM,,,,,39.05186,-77.43757,1652712215,1306513400
THOMAS JEFFERSON MEMORIAL,HISTORIC PRESERVATION,,,,,38.88012,-77.03163,,
TREASURY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,38.89974,-77.03126,31769,31769
TUDOR PLACE HISTORIC HOUSE & GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",1644 31ST ST NW,WASHINGTON,DC,20007,38.91288,-77.06334,,
U.S. CAPITOL VISITOR CENTER,GENERAL MUSEUM,FIRST ST NE,WASHINGTON,DC,20515,38.8865,-77.00787,,
U.S. DEPARTMENT OF THE INTERIOR MUSEUM,GENERAL MUSEUM,1849 C STREET NW,WASHINGTON,DC,20240,38.8936,-77.04259,,
U.S. NATIONAL ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",3501 NEW YORK AVENUE NE,WASHINGTON,DC,20002,38.91685,-76.95947,,
UNITED STATES BOTANIC GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",245 FIRST STREET SW,WASHINGTON,DC,20024,38.88687,-77.01224,,
UNITED STATES CAPITOL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.90212,-76.99202,3337278,2350161
UNITED STATES DIPLOMACY CENTER,GENERAL MUSEUM,2201 C ST NW,WASHINGTON,DC,20520,38.8959,-77.04529,,
UNITED STATES HOLOCAUST MEMORIAL MUSEUM,HISTORY MUSEUM,,,,,38.88879,-77.03293,187415604,124145507
UNITED STATES SENATE COMMISSION ON ART,GENERAL MUSEUM,,,,,38.89478,-77.00544,,
USS BARRY,GENERAL MUSEUM,,,,,38.88659,-77.00631,,
WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS,GENERAL MUSEUM,,,,,38.90852,-77.03604,19995544,18494885
WASHINGTON DC HALL OF FAME SOCIETY,GENERAL MUSEUM,,,,,38.917,-77.03204,0,0
WASHINGTON NATIONAL CATHEDRAL,GENERAL MUSEUM,3101 WISCONSIN AVE NW,WASHINGTON,DC,20016,38.93126,-77.07265,,
WASHINGTONIANA COLLECTION - DISTRICT OF COLUMBIA PUBLIC LIBRARY,GENERAL MUSEUM,901 G ST NW,WASHINGTON,DC,20001,38.89845,-77.02487,,
WATKINS COLLECTION,GENERAL MUSEUM,,,,,38.93694,-77.08947,,
WHITE HOUSE HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,38.89987,-77.03827,18153956,9735420
WOODROW WILSON HOUSE,HISTORIC PRESERVATION,2340 S ST NW,WASHINGTON,DC,20008,38.9137,-77.05126,,
ZENITH GALLERY,GENERAL MUSEUM,,,,,38.96691,-77.02703,,
AMC MUSEUM FOUNDATION,GENERAL MUSEUM,1301 HERITAGE RD,DOVER,DE,19902,39.1257,-75.48063,239367,141049
ANDREWVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.85926,-75.62697,0,0
ARABIAN HORSE TRUST,GENERAL MUSEUM,,,,,39.31525,-75.63615,0,0
ARDEN CRAFT SHOP MUSEUM,GENERAL MUSEUM,1807 MILLERS ROAD,ARDEN,DE,19703,39.81092,-75.48611,93019,14348
ART CENTER GALLERY,ART MUSEUM,,,,,39.18607,-75.53655,156397228,146619108
AUBURN HEIGHTS PRESERVE,GENERAL MUSEUM,3000 CREEK ROAD,YORKLYN,DE,19736,39.79614,-75.65551,,
BARRATT'S CHAPEL AND MUSEUM,GENERAL MUSEUM,,,,,39.02266,-75.46042,,
BELMONT HALL,HISTORIC PRESERVATION,217 SMYRNA LEIPSIC ROAD,SMYRNA,DE,19977,39.28456,-75.60116,0,0
BETHEL HISTORICAL SOCIETY,HISTORIC PRESERVATION,N MAIN ST,BETHEL,DE,19931,38.57258,-75.62661,0,0
BIGGS MUSEUM OF AMERICAN ART,ART MUSEUM,,,,,39.20946,-75.57012,1679762,1622514
BOWERS BEACH MARITIME MUSEUM,NATURAL HISTORY MUSEUM,,,,,39.05966,-75.4025,0,0
BRANDYWINE ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",1001 N PARK DR,WILMINGTON,DE,19802,39.75201,-75.54687,,
BRIDGEVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,102 WILLIAMS STREET,BRIDGEVILLE,DE,19933,38.74301,-75.60111,36179,30047
BUSINESS HISTORY AND TECH MUSEUM,GENERAL MUSEUM,,,,,39.78052,-75.48452,,
CERTOSA DI CAPRI,HISTORIC PRESERVATION,,,,,39.74673,-75.55075,0,0
CLAUDE E. PHILLIPS HERBARIUM,GENERAL MUSEUM,,,,,39.18607,-75.53655,,
CLAYMONT HISTORICAL SOCIETY,HISTORIC PRESERVATION,1 NAAMANS ROAD,CLAYMONT,DE,19703,39.81101,-75.44289,0,0
CLAYMONT STONE SCHOOL,HISTORY MUSEUM,PO BOX 136,CLAYMONT,DE,19899,39.80446,-75.46389,24696,24696
DARLEY ART AND HISTORIC SOCIETY,HISTORIC PRESERVATION,3701 PHILADELPHIA PIKE,CLAYMONT,DE,19703,39.80507,-75.4534,0,0
DELAWARE ACADEMY OF SCIENCE,NATURAL HISTORY MUSEUM,,,,,39.63105,-75.75772,64303,64303
DELAWARE AERO SPACE EDUCATION,GENERAL MUSEUM,,,,,39.26041,-75.57087,,
DELAWARE AFRO-AMERICAN SPORTS HALL OF FAME,GENERAL MUSEUM,,,,,39.64015,-75.62118,38036,18195
DELAWARE AGRICULTURAL MUSEUM,GENERAL MUSEUM,,,,,39.17966,-75.52829,172726,165770
DELAWARE AGRICULTURAL MUSEUM ASSOCIATION,HISTORY MUSEUM,,,,,39.17966,-75.52829,172726,165770
DELAWARE ARCHIVES,HISTORIC PRESERVATION,PO BOX 26,DOVER,DE,19946,39.20946,-75.57012,0,0
DELAWARE ART MUSEUM,ART MUSEUM,,,,,39.765,-75.56624,5481777,2854432
DELAWARE AVIATION HALL OF FAME,HISTORIC PRESERVATION,,,,,39.78629,-75.60714,14862,14862
DELAWARE BOTANIC GARDENS AT PEPPER CREEK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,38.75443,-75.18785,,
DELAWARE CENTER FOR HORTICULTURE,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,39.75861,-75.56141,1682327,1580393
DELAWARE CENTER FOR THE CONTEMPORARY ARTS,ART MUSEUM,,,,,39.7403,-75.55938,995670,960105
DELAWARE CHILDREN'S MUSEUM,CHILDREN'S MUSEUM,,,,,39.73644,-75.54882,,
DELAWARE MENNONITE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.82134,-75.59063,0,0
DELAWARE MILITARY HERITAGE,HISTORIC PRESERVATION,,,,,39.57422,-75.59379,56427,56427
DELAWARE MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,4840 KENNETT PIKE,WILMINGTON,DE,19807,39.79635,-75.60768,4713986,1995618
DELAWARE NATIONAL ESTUARINE RESEARCH RESERVE,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,,,,
DELAWARE PRESERVATION FUND,HISTORIC PRESERVATION,2350 PULASKI HWY,NEWARK,DE,19720,39.60604,-75.73736,103151,103151
DELAWARE ROSE SOCIETY,HISTORIC PRESERVATION,,,,,39.71975,-75.71137,24221848,24112431
DELAWARE SOCIETY FOR THE PRESERVATION OF ANTIQUITIES,HISTORIC PRESERVATION,,,,,39.70199,-75.65088,0,0
DELAWARE SPORTS MUSEUM & HALL,GENERAL MUSEUM,,,,,39.73874,-75.56027,93734,61421
DELAWARE STATE POLICE MUSEUM,GENERAL MUSEUM,1425 N DUPONT HWY,DOVER,DE,19903,39.15638,-75.48703,104076,94319
DELAWARE TOY MNTURE MUSEUM,GENERAL MUSEUM,,,,,39.75762,-75.56109,,
DELAWARE ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,,,39.75201,-75.54687,589331,522678
DELMAR HISTORICAL & ARTS SOCIETY,ART MUSEUM,,,,,38.50643,-75.58633,0,0
DISCOVERSEA SHIPWRECK MUSEUM,GENERAL MUSEUM,,,,,38.45716,-75.05217,,
DOVER ART LEAGUE,ART MUSEUM,,,,,39.1581,-75.52474,61893,49883
DOWNSTATE DELAWARE GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,,,,,39.20946,-75.57012,0,0
DUCK CREEK HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,39.28456,-75.60116,0,0
FELTON COMMUNITY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 329,FELTON,DE,19943,39.01574,-75.58806,,
FENWICK ISLAND LIGHTHOUSE,HISTORIC PRESERVATION,,,,,38.46719,-75.13924,0,0
FIFES & DRUMS OF THE DELAWARE MILITIA,HISTORIC PRESERVATION,,,,,39.6965,-75.76205,0,0
FILIPINO HERITAGE AND ARTS MUSEUM,ART MUSEUM,,,,,39.66025,-75.71411,13331,13331
FIRST STATE ANTIQUE TRACTOR CLUB,GENERAL MUSEUM,,,,,38.82134,-75.59063,0,0
FORT DELAWARE SOCIETY,HISTORIC PRESERVATION,33 STAFF LN,DELAWARE CITY,DE,19706,39.57752,-75.59051,48930,36178
FORT DELAWARE STATE PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,39.57422,-75.59379,,
FORT DUPONT SOCIETY,HISTORIC PRESERVATION,,,,,39.80113,-75.53551,,
FORT DUPONT STATE PARK,GENERAL MUSEUM,,,,,39.57422,-75.59379,,
FORT MILES HISTORIC DISTRICT,HISTORIC PRESERVATION,,,,,39.16453,-75.51848,,
FORT MILES HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,,,,,38.7383,-75.15798,24022,22654
FREDERICA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,39.03552,-75.4636,0,0
FURNESS RAILROAD DISTRICT,HISTORIC PRESERVATION,,,,,39.76244,-75.5593,6611,6611
GEORGETOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.67319,-75.37655,43566,37771
GRAND OPERA HOUSE,HISTORIC PRESERVATION,,,,,39.72684,-75.55603,7483899,7483899
GREATER HARRINGTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,38.92534,-75.57829,0,0
GREENBANK MILL & PHILIPS FARM,GENERAL MUSEUM,,,,,39.73967,-75.63263,,
GREENBANK MILL ASSOCIATES,HISTORIC PRESERVATION,,,,,39.73967,-75.63263,89178,89178
HAGLEY MUSEUM AND LIBRARY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,200 HAGLEY ROAD,WILMINGTON,DE,19807,39.78629,-75.60714,,
HALE BYRNES HOUSE,HISTORIC PRESERVATION,,,,,39.70199,-75.65088,0,0
HARRINGTON RAILROAD MUSEUM,GENERAL MUSEUM,108 FLEMING STREET,HARRINGTON,DE,19952,38.92534,-75.57829,0,0
HENRY FRANCIS DU PONT WINTERTHUR MUSEUM,ART MUSEUM,,,,,39.80972,-75.60996,130482562,25452367
HISTORIC CAMDEN,HISTORIC PRESERVATION,,,,,39.1335,-75.52139,7732,4800
HISTORIC HOUSES OF ODESSA,HISTORIC PRESERVATION,,,,,39.45381,-75.65601,,
HISTORIC RED CLAY VALLEY,HISTORY MUSEUM,1601 RAILROAD AVENUE,WILMINGTON,DE,19808,39.72921,-75.6294,758196,758196
HISTORICAL SOCIETY FOR THE COURT OF CHANCERY OF THE STATE OF,HISTORIC PRESERVATION,,,,,39.73563,-75.54765,0,0
HISTORICAL SOCIETY OF DELAWARE,HISTORIC PRESERVATION,505 NORTH MARKET STREET,WILMINGTON,DE,19801,39.74124,-75.55085,3359770,1416987
HISTORICAL VINTAGE CAR CLUB OF DELAWARE,HISTORIC PRESERVATION,,,,,38.9083,-75.42784,,
HOCKESSIN HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 36,HOCKESSIN,DE,19707,39.77965,-75.69031,0,0
IRON HILL MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,1355 OLD BALTIMORE PIKE,NEWARK,DE,19702,39.63105,-75.75772,,
JEWISH HISTORICAL SOCIETY OF DELAWARE,HISTORIC PRESERVATION,,,,,39.74124,-75.55085,0,0
